,source,source_url,root_url,base_url,name,generator,status_code,package_list_count,api_base_url,site_title,version,locale,extensions,source_or_base,tag_list_count,organization_list_count,oldest_metadata_created_date,most_recent_update_date
10,datashades.info,http://dados.mda.gov.br,dados.mda.gov.br,http://dados.mda.gov.br,Bem vindo - SEAD,,200,23.0,http://dados.mda.gov.br,SEAD,2.6.2,pt_BR,"['stats', 'text_view', 'image_view', 'recline_view', 'viewhelpers', 'dashboard_preview', 'datastore', 'datapusher', 'officedocs_view', 'pdf_view']",source,45.0,1.0,2017-07-20 18:20:26.655303,2019-03-11 15:06:33.692123
11,datashades.info,http://data.mariupolrada.gov.ua,data.mariupolrada.gov.ua,http://data.mariupolrada.gov.ua,Connection Error,,200,,,,,,,,,,,
12,datashades.info,http://dados.ufop.br,dados.ufop.br,http://dados.ufop.br,Bem vindo - UFOP Dados Abertos,,200,59.0,http://dados.ufop.br,UFOP Dados Abertos,2.6.3,pt_BR,"['datapusher', 'datastore', 'stats', 'text_view', 'image_view', 'recline_view', 'pdf_view']",source,97.0,1.0,2017-08-31 15:09:33.994049,2023-06-02 16:27:16.105020
13,datashades.info,https://data.barrowbc.gov.uk,data.barrowbc.gov.uk,https://data.barrowbc.gov.uk,Connection Error,,200,,,,,,,,,,,
14,datashades.info,https://opendata.ugr.es,opendata.ugr.es,https://opendata.ugr.es,Bienvenida - OpenData UGR,,200,60.0,https://opendata.ugr.es,OpenData UGR,2.9.5,es,"['stats', 'text_view', 'webpage_view', 'image_view', 'pdf_view', 'recline_view', 'datastore', 'datapusher', 'resource_proxy', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'harvest', 'ckan_harvester']",source,92.0,3.0,2021-09-24 09:06:26.700407,2023-06-16 14:41:57.466452
15,datashades.info,https://dados.uffs.edu.br,dados.uffs.edu.br,https://dados.uffs.edu.br,Bem vindo - Dados abertos da UFFS,,200,16.0,https://dados.uffs.edu.br,Dados abertos da UFFS,2.9.7,pt_BR,"['stats', 'text_view', 'image_view', 'recline_view', 'datastore', 'datapusher', 'example_theme', 'ldap']",source,13.0,1.0,2023-02-07 11:46:45.109262,2023-03-10 14:00:13.508162
16,datashades.info,http://portal.igg.ac.mn,portal.igg.ac.mn,http://portal.igg.ac.mn,Тавтай морилно уу? - IGG Knowledge Portal,,200,953.0,http://portal.igg.ac.mn,IGG Knowledge Portal,2.8.1,mn_MN,"['stats', 'text_view', 'image_view', 'recline_view', 'recline_grid_view', 'recline_graph_view', 'pdf_view', 'resource_proxy', 'theme']",source,1039.0,11.0,2018-09-20 08:31:46.824431,2023-06-23 08:31:04.167983
17,datashades.info,https://data.ed.gov,data.ed.gov,https://data.ed.gov,Welcome - Department of Education Open Data Platform,,200,799.0,https://data.ed.gov,Department of Education Open Data Platform,2.9.9,en,"['saml2auth', 'datastore', 'xloader', 'dataexplorer_view', 'dataexplorer_table_view', 'dataexplorer_chart_view', 'dataexplorer_map_view', 'ckan_harvester', 'datajson_harvest', 'ed', 'edharvest', 'eddatajsonharvest', 'ed_sources', 'ed_stats', 'resource_proxy', 'ed_hierarchy_display', 'ed_hierarchy_form', 'documentation', 'ed_collections', 'ed_data_explorers', 'ed_format_translator', 'ed_resource_approval', 'deadoralive', 'pages', 'showcase', 'googleanalytics', 'envvars']",source,2817.0,55.0,2020-06-13 17:36:54.589144,2023-07-05 16:31:08.103560
18,datashades.info,http://opendata.gov.mn,opendata.gov.mn,http://opendata.gov.mn,Тавтай морилно уу? - OpenData.mn,,200,774.0,https://opendata.gov.mn,OpenData.mn,2.8.2,mn_MN,"['stats', 'text_view', 'image_view', 'recline_view', 'everest_theme', 'datastore', 'datapusher', 'pages', 'showcase', 'resource_proxy', 'disqus', 'officedocs_view', 'pdf_view', 'linechart', 'barchart', 'piechart', 'navigablemap', 'choroplethmap', 'geo_view', 'geojson_view', 'featuredviews', 'googleanalytics']",source,367.0,58.0,2020-04-14 11:05:31.453585,2023-07-06 08:36:09.910885
19,datashades.info,https://daten.rlp.de,daten.rlp.de,https://daten.rlp.de,Willkommen - RLP - OGD Plattform,,200,6628.0,https://daten.rlp.de,RLP - OGD Plattform,2.9.9,de,"['stats', 'text_view', 'image_view', 'recline_view', 'webpage_view', 'geoportalmap_view', 'scheming_datasets', 'scheming_organizations', 'spatial_metadata', 'spatial_query', 'resource_proxy', 'geo_view', 'pages', 'dcat', 'dcatde', 'rlp']",source,2758.0,104.0,2022-01-19 07:51:44.582943,2023-07-06 03:28:14.030414
20,datashades.info,https://data.gov.il,data.gov.il,https://data.gov.il,AttributeError,,200,1075.0,,,,,,,1844.0,58.0,,
21,datashades.info,https://www.opengov-muenchen.de,www.opengov-muenchen.de,https://www.opengov-muenchen.de,Willkommen - Open Data München,,200,,,,,,,,,,,
22,datashades.info,http://dados.df.gov.br,dados.df.gov.br,http://dados.df.gov.br,Connection Error,,200,,,,,,,,,,,
23,datashades.info,https://ckan.jbrj.gov.br,ckan.jbrj.gov.br,https://ckan.jbrj.gov.br,Bem vindo - Dados Abertos do Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,,200,39.0,https://ckan.jbrj.gov.br,Dados Abertos do Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,2.9.5,pt_BR,"['resource_proxy', 'datastore', 'stats']",source,148.0,7.0,2015-09-21 12:42:39.419931,2023-02-06 10:02:07.353955
24,datashades.info,https://data.bart.gov,data.bart.gov,https://data.bart.gov,Reports | bart.gov,,200,,,,,,,,,,,
25,datashades.info,https://opendata.plzen.eu,opendata.plzen.eu,https://opendata.plzen.eu,Opendata,,200,,,,,,,,,,,
26,datashades.info,http://ckan.gsi.go.jp,ckan.gsi.go.jp,http://ckan.gsi.go.jp,Connection Error,,200,,,,,,,,,,,
27,datashades.info,https://data.nbco.gov.ie,data.nbco.gov.ie,https://data.nbco.gov.ie,NBCOMSO Data Catalog - CKAN,,200,2.0,https://data.nbco.gov.ie,CKAN,2.9.8,en,"['sqlalchemythread', 'uwsgistats', 'stats', 'text_view', 'image_view', 'recline_view', 'officedocs_view', 'dcat', 'dcat_json_interface', 'scheming_datasets', 'spatial_metadata', 'spatial_query', 'harvest', 'ckan_harvester', 'csw_harvester', 'waf_harvester', 'doc_harvester', 'datatables_view', 'nbcotheme', 'datastore', 'datapusher']",source,0.0,1.0,2020-11-12 11:39:11.819577,2023-07-05 23:00:41.242321
28,datashades.info,https://data.gov.mk,data.gov.mk,https://data.gov.mk,Добродојдовте - datagovmk,,200,635.0,https://data.gov.mk,datagovmk,2.9.4,mk,"['qa', 'archiver', 'validation', 'datagovmk', 'report', 'disqus', 'stats', 'text_view', 'image_view', 'odata', 'dataexplorer', 'datastore', 'datapusher', 'spatial_metadata', 'spatial_query', 'harvest', 'dcat', 'dcat_json_interface', 'structured_data', 'c3charts', 'googleanalytics', 'pages', 'likes', 'requestdata', 'scheming_datasets', 'scheming_organizations', 'scheming_groups', 'repeating', 'mk_dcatap', 'organogram', 'experience', 'showcase', 'issues', 'fluent', 'datarequests']",source,505.0,,2018-09-26 08:28:47.722059,2023-06-27 08:33:33.358410
29,datashades.info,https://data.imr.gov.ua,data.imr.gov.ua,https://data.imr.gov.ua,Connection Error,,200,,,,,,,,,,,
30,datashades.info,http://dados.cvm.gov.br,dados.cvm.gov.br,http://dados.cvm.gov.br,Bem vindo - Portal Dados Abertos CVM,,200,43.0,https://dados.cvm.gov.br,Portal Dados Abertos CVM,2.9.5,pt_BR,"['stats', 'pages', 'googleanalytics']",source,4.0,1.0,2017-03-09 20:10:13.937042,2023-07-06 11:00:22.014950
31,datashades.info,http://data.techno-science.ca,data.techno-science.ca,http://data.techno-science.ca,Connection Error,,200,,,,,,,,,,,
32,datashades.info,http://data.ok.gov,data.ok.gov,http://data.ok.gov,Welcome - Oklahoma's Open Data,,200,357.0,https://data.ok.gov,Oklahoma's Open Data,2.7.12,en,"['stats', 'resource_proxy', 'viewhelpers', 'ags_fs_view', 'ags_ms_view', 'barchart', 'basicgrid', 'linechart', 'piechart', 'geo_view', 'geojson_view', 'shp_view', 'c3charts', 'datatables_view', 'image_view', 'officedocs_view', 'pdf_view', 'recline_map_view', 'webpage_view', 'cloudstorage', 'odata', 'opengov_datastore', 'datastore', 'xloader', 'harvest', 'ckan_harvester', 'datajson', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'opengov_harvester', 'contact', 'opengov_pages', 'pages', 'opengov_stories', 'showcase', 'theme_configurator', 'oklahoma_theme', 'og_theme', 'security', 'opengov_auth', 'heroslideradmin', 'googleanalytics']",source,462.0,15.0,2019-05-20 14:01:16.322543,2023-06-23 15:46:15.934958
33,datashades.info,http://datos.santander.es,datos.santander.es,http://datos.santander.es,Datos Abiertos Santander | ,WordPress 4.5.15,200,,,,,,,,,,,
34,datashades.info,http://geodm.gr,geodm.gr,http://geodm.gr,Connection Error,,200,,,,,,,,,,,
35,datashades.info,https://gifu-opendata.pref.gifu.lg.jp,gifu-opendata.pref.gifu.lg.jp,https://gifu-opendata.pref.gifu.lg.jp,ようこそ - 岐阜県オープンデータカタログサイト,,200,1251.0,https://gifu-opendata.pref.gifu.lg.jp,岐阜県オープンデータカタログサイト,2.8.5,ja,"['bodik_theme', 'stats', 'pdf_view', 'text_view', 'image_view', 'webpage_view', 'recline_view', 'recline_map_view', 'linechart', 'barchart', 'piechart', 'basicgrid', 'datastore', 'datapusher', 'viewhelpers', 'dashboard_preview', 'harvest', 'ckan_harvester', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'googleanalytics']",source,15.0,66.0,2019-01-10 02:40:15.491840,2023-07-04 23:19:56.739044
36,datashades.info,https://gisdata.mn.gov,gisdata.mn.gov,https://gisdata.mn.gov,Welcome - Minnesota Geospatial Commons,,200,1027.0,https://gisdata.mn.gov,Minnesota Geospatial Commons,2.8.4,en_US,"['stats', 'text_view', 'image_view', 'recline_view', 'spatial_metadata', 'spatial_query', 'geo_view', 'resource_proxy', 'harvest', 'ckan_harvester', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'geodatamn']",source,2342.0,46.0,2014-06-25 21:28:49.489131,2023-07-06 08:07:53.029263
37,datashades.info,http://opendata-ajuntament.barcelona.cat/data,opendata-ajuntament.barcelona.cat,http://opendata-ajuntament.barcelona.cat,Connection Error,,200,571.0,,,,,,,872.0,25.0,,
38,datashades.info,https://dati.trentino.it,dati.trentino.it,https://dati.trentino.it,Benvenuti - Dati Trentino,,200,6619.0,https://dati.trentino.it,Dati Trentino,2.5.2,it,"['status_reports', 'report', 'datastore', 'datapusher', 'harvest', 'ckan_harvester', 'spatial_metadata', 'spatial_query', 'csw_harvester', 'stats', 'text_view', 'image_view', 'recline_view', 'pdf_view', 'geonetwork_harvester', 'multilang', 'multilang_harvester', 'datitrentinoit', 'statwebpro_harvester', 'statwebsubpro_harvester', 'csw_tn_harvester', 'showcase', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'dcatapit_pkg', 'dcatapit_org', 'dcatapit_config', 'dcatapit_harvester', 'external_resource_list', 'dcatapit_theme_group_mapper', 'dcatapit_ckan_harvester', 'shibboleth']",source,843.0,202.0,2012-09-11 00:57:53.141446,2023-07-04 11:19:54.632492
39,datashades.info,https://catalogue.data.wa.gov.au,catalogue.data.wa.gov.au,https://catalogue.data.wa.gov.au,Data WA,,200,1973.0,https://catalogue.data.wa.gov.au,data.wa.gov.au,2.10.1,en_AU,"['datawagovau_theme', 'wa_data_dictionary', 'wa_res_archive', 'cloudstorage', 'activity', 'search_tweaks', 'search_tweaks_query_relevance', 'search_tweaks_field_relevance', 'search_tweaks_spellcheck', 'search_tweaks_advanced_search', 'composite_search', 'default_composite_search', 'search_autocomplete', 'or_facet', 'resource_indexer', 'pdf_resource_indexer', 'plain_resource_indexer', 'spatial_metadata', 'spatial_query', 'geo_view', 'geojson_view', 'wmts_view', 'cesium_viewer', 'dcat', 'text_view', 'image_view', 'officedocs_view', 'recline_view', 'pdf_view', 'webpage_view', 'recline_grid_view', 'recline_graph_view', 'recline_map_view', 'resource_proxy', 'datastore', 'showcase', 'googleanalytics', 'xloader', 'scheming_datasets', 'hierarchy_display', 'hierarchy_form', 'msal']",source,4112.0,67.0,2015-10-13 02:50:19.141654,2023-07-05 21:19:35.642241
40,datashades.info,https://flooddata.ses.nsw.gov.au,flooddata.ses.nsw.gov.au,https://flooddata.ses.nsw.gov.au,Welcome - NSW Flood Data Portal,,200,6504.0,https://flooddata.ses.nsw.gov.au,NSW Flood Data Portal,2.9.7,en_AU,"['nswflood', 'nswflood_resources', 'googleanalytics', 'spatial_metadata', 'spatial_query', 'dcat', 'scheming_datasets', 'scheming_organizations', 'hierarchy', 'accessrequests', 'cloudstorage', 'syndicate', 'flakes', 'flakes_scheming']",source,4469.0,169.0,2017-10-09 06:27:19.749324,2023-07-05 04:14:00.566733
41,datashades.info,http://datos.jus.gob.ar,datos.jus.gob.ar,http://datos.jus.gob.ar,Portal de Datos Justicia Argentina,,200,63.0,http://datos.jus.gob.ar,Datos Justicia Argentina,2.5.2,es,"['datastore', 'datapusher', 'stats', 'text_view', 'image_view', 'recline_grid_view', 'hierarchy_display', 'hierarchy_form', 'pages', 'reorder', 'jusbar_theme', 'tableau_view']",source,324.0,36.0,2016-07-11 17:42:30.442323,2023-07-05 14:21:17.867365
42,datashades.info,https://www.data.go.jp/data,www.data.go.jp,https://www.data.go.jp,Connection Error,,200,22227.0,https://data.e-gov.go.jp,e-Govデータポータル,2.9.5,ja,"['text_view', 'image_view', 'recline_view', 'resource_proxy', 'recline_grid_view', 'recline_graph_view', 'recline_map_view', 'video_view', 'audio_view', 'webpage_view', 'multilingual_dataset', 'multilingual_group', 'multilingual_tag', 'showcase', 'dcat', 'dcat_json_interface', 'structured_data', 'odata', 'fluent', 'linechart', 'barchart', 'piechart', 'basicgrid', 'datastore', 'xloader', 'datasetslist_theme', 'scheming_datasets', 'scheming_groups', 'scheming_organizations', 'openapi_view']",source,5853.0,23.0,2015-01-16 10:03:53.343448,2023-06-30 13:02:55.881328
43,datashades.info,https://dados.ons.org.br,dados.ons.org.br,https://dados.ons.org.br,Bem vindo - DADOS ABERTOS ONS,,200,49.0,https://dados.ons.org.br,DADOS ABERTOS ONS,2.9.2,pt_BR,"['googleanalytics', 'stats', 'text_view', 'image_view', 'recline_view']",source,22.0,2.0,2021-02-25 21:10:19.612963,2023-07-05 22:26:00.319586
44,datashades.info,https://datos.alcobendas.org,datos.alcobendas.org,https://datos.alcobendas.org,Bienvenida - Datos Abiertos del Ayuntamiento de Alcobendas,,200,177.0,https://datos.alcobendas.org,Datos Abiertos del Ayuntamiento de Alcobendas,2.9.7,es,"['datastore', 'xloader', 'stats', 'text_view', 'image_view', 'recline_view', 'resource_proxy', 'webpage_view', 'pdf_view', 'shp_view', 'geojson_view', 'recline_graph_view', 'pages', 'federador', 'showcase', 'odata', 'alcobendas', 'featuredviews', 'surrey', 'contact', 'report', 'googleanalytics', 'datatables_view', 'audio_view', 'video_view', 'dcat', 'structured_data', 'visualize']",source,235.0,1.0,2014-07-23 10:18:21.708303,2023-07-06 16:10:07.452330
45,datashades.info,http://data.wonogirikab.go.id,data.wonogirikab.go.id,http://data.wonogirikab.go.id,Welcome - PORTAL DATA KABUPATEN WONOGIRI,,200,2248.0,http://103.30.181.240,PORTAL DATA KABUPATEN WONOGIRI,2.7.4,en,"['datastore', 'stats', 'text_view', 'image_view', 'recline_view']",source,662.0,13.0,2018-09-13 07:37:02.108821,2023-01-17 01:31:05.350313
46,datashades.info,https://data.pompanobeachfl.gov,data.pompanobeachfl.gov,https://data.pompanobeachfl.gov,Welcome - Pompano Beach ,,200,62.0,https://data.pompanobeachfl.gov,Pompano Beach ,2.7.12,en,"['stats', 'resource_proxy', 'viewhelpers', 'ags_fs_view', 'ags_ms_view', 'barchart', 'basicgrid', 'linechart', 'piechart', 'geo_view', 'geojson_view', 'shp_view', 'c3charts', 'datatables_view', 'image_view', 'officedocs_view', 'pdf_view', 'recline_map_view', 'webpage_view', 'cloudstorage', 'odata', 'datastore', 'xloader', 'extractor', 'harvest', 'ckan_harvester', 'datajson', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'opengov_harvester', 'contact', 'pages', 'opengov_stories', 'showcase', 'theme_configurator', 'og_theme', 'security', 'opengov_auth', 'heroslideradmin', 'zendesk']",source,104.0,2.0,2018-09-28 18:57:08.455069,2022-10-09 14:27:34.430370
47,datashades.info,http://130.179.67.140,130.179.67.140,http://130.179.67.140,Welcome - LWBIN Data HUB,ckan 2.2.1,200,55.0,http://130.179.67.140,LWBIN Data HUB,2.2.1,en,"['stats', 'text_preview', 'datastore', 'datapusher', 'resource_proxy', 'geo_preview', 'geojson_preview', 'spatial_metadata', 'spatial_query', 'recline_preview', 'pdf_preview', 'apihelper', 'extend_search']",source,231.0,26.0,2014-10-28 22:58:41.809683,2017-09-25 19:42:13.675945
48,datashades.info,http://dados.cultura.gov.br,dados.cultura.gov.br,http://dados.cultura.gov.br,Bem vindo - Portal de Dados da Cultura,,200,81.0,http://dados.cultura.gov.br,Portal de Dados da Cultura,2.4.0,pt_BR,"['datastore', 'stats', 'text_view', 'image_view', 'recline_view', 'temacultura']",source,309.0,9.0,2015-08-27 17:05:26.726445,2023-05-31 21:21:34.018885
49,datashades.info,http://opendata.manresa.cat,opendata.manresa.cat,http://opendata.manresa.cat,Connection Error,,200,,,,,,,,,,,
50,datashades.info,http://www.fnde.gov.br/dadosabertos,www.fnde.gov.br,http://www.fnde.gov.br,Bem vindo - Portal de Dados Abertos do FNDE,,200,46.0,http://subae.fnde.gov.br,Portal de Dados Abertos do FNDE,2.5.2,pt_BR,"['stats', 'text_view', 'image_view', 'recline_view']",source,46.0,10.0,2016-11-25 13:15:44.377430,2023-06-21 13:16:59.137983
51,datashades.info,https://data.milwaukee.gov,data.milwaukee.gov,https://data.milwaukee.gov,Welcome - City of Milwaukee Open Data Portal ,,200,191.0,https://data.milwaukee.gov,City of Milwaukee Open Data Portal ,2.7.12,en,"['stats', 'resource_proxy', 'viewhelpers', 'ags_fs_view', 'ags_ms_view', 'barchart', 'basicgrid', 'linechart', 'piechart', 'geo_view', 'geojson_view', 'shp_view', 'c3charts', 'datatables_view', 'image_view', 'officedocs_view', 'pdf_view', 'recline_view', 'webpage_view', 'cloudstorage', 'odata', 'opengov_datastore', 'datastore', 'xloader', 'extractor', 'harvest', 'ckan_harvester', 'datajson', 'dcat', 'dcat_rdf_harvester', 'dcat_json_harvester', 'dcat_json_interface', 'structured_data', 'spatial_metadata', 'spatial_query', 'contact', 'issues', 'pages', 'opengov_stories', 'showcase', 'theme_configurator', 'milwaukeewi_theme', 'security', 'heroslideradmin', 'zendesk', 'cataloginventory']",source,388.0,19.0,2018-01-31 16:57:21.945361,2023-07-06 09:30:08.381246
52,datashades.info,https://www.data.qld.gov.au,www.data.qld.gov.au,https://www.data.qld.gov.au,Home | Queensland Government,,200,179038.0,https://www.data.qld.gov.au,Open Data Portal | Queensland Government,,,,,2586.0,77.0,2012-12-04 04:39:04.625881,2023-07-06 15:59:30.434269
53,datashades.info,https://unaids.fjelltopp.org,unaids.fjelltopp.org,https://unaids.fjelltopp.org,Welcome - AIDS Data Repository,,200,486.0,https://dev.adr.fjelltopp.org,AIDS Data Repository,2.9.7,en,"['unaids', 'fork', 'scheming_datasets', 'blob_storage', 'saml2auth', 'emailasusername', 'restricted', 'authz_service', 'stats', 'text_view', 'image_view', 'unaids_recline_view', 'recline_graph_view', 'recline_map_view', 'recline_grid_view', 'resource_proxy', 'geo_view', 'pdf_view', 'datastore', 'datapusher', 'spatial_metadata', 'spatial_query', 'geojson_view', 'composite', 'validation', 'repeating', 'ytp_request', 'pages', 'dhis2harvester_plugin', 'dhis2_pivot_tables_harvester', 'harvest', 'sentry', 'versions', 'auth']",source,50.0,60.0,2019-10-02 14:56:44.638222,2023-07-06 03:31:56.331360
54,datashades.info,https://data.england.nhs.uk,data.england.nhs.uk,https://data.england.nhs.uk,NHS England Data Resources,,200,1287.0,https://data.england.nhs.uk,NHS England Data Catalogue,2.7.12,en_GB,"['stats', 'text_view', 'recline_view', 'nhsengland_skin', 'datastore', 'datapusher', 'adfs']",source,421.0,24.0,2015-01-08 11:32:40.400325,2020-10-14 09:11:02.643304
55,datashades.info,https://data.nhm.ac.uk,data.nhm.ac.uk,https://data.nhm.ac.uk,Welcome - Data Portal,ckan ,200,232.0,https://data.nhm.ac.uk,Data Portal,2.9.9.1,en,"['nhm', 'pdf_view', 'graph', 'text_preview', 'recline_grid', 'video', 'gallery', 'gallery_image', 'list', 'sketchfab', 'versioned_tiledmap', 'gbif', 'userdatasets', 'status', 'contact', 'doi', 'query_dois', 'iiif', 'twitter', 'ckanpackager', 'stats', 'statistics', 'ldap', 'dcat', 'versioned_datastore', 'attribution', 'webview']",source,675.0,1.0,2014-12-08 16:39:22.346941,2022-11-28 10:32:45.641040
56,datashades.info,https://data.cbwaterhub.ca,data.cbwaterhub.ca,https://data.cbwaterhub.ca,Welcome - Columbia Basin Water Hub,,200,329.0,https://data.cbwaterhub.ca,Columbia Basin Water Hub,2.9.7,en,"['waterhub', 'hierarchy_display', 'scheming_datasets', 'stats', 'text_view', 'image_view', 'cbwh_recline_view', 'recline_graph_view', 'webpage_view', 'pdf_view', 'datastore', 'xloader', 'geo_view', 'geojson_view', 'mapsearch', 'officedocs_view', 'check_link']",source,39.0,50.0,2021-03-08 23:38:32.645433,2023-07-05 14:17:16.064763
